injection_area;phase;exp;ID;treatment;Behaviors;Intervals;totnb
paw;test;FH;G6M4;formalin;selfgrooming;2;4
paw;test;FH;G6M4;formalin;selfgrooming;3;18
paw;test;FH;G6M4;formalin;selfgrooming;4;2
paw;test;FH;G6M4;formalin;selfgrooming;5;11
paw;test;FH;G6M4;formalin;selfgrooming;6;0
paw;baseline;FH;G8M1;baseline;selfgrooming;1;6
paw;baseline;FH;G8M1;baseline;selfgrooming;2;8
paw;baseline;FH;G8M1;baseline;selfgrooming;3;1
paw;baseline;FH;G8M1;baseline;selfgrooming;4;9
paw;baseline;FH;G8M1;baseline;selfgrooming;5;6
paw;baseline;FH;G8M1;baseline;selfgrooming;6;18
paw;test;FH;G8M1;formalin;selfgrooming;1;7
paw;test;FH;G8M1;formalin;selfgrooming;2;12
paw;test;FH;G8M1;formalin;selfgrooming;3;10
paw;test;FH;G8M1;formalin;selfgrooming;4;16
paw;test;FH;G8M1;formalin;selfgrooming;5;7
paw;test;FH;G8M1;formalin;selfgrooming;6;10
paw;baseline;FH;G8M2;baseline;selfgrooming;1;1
paw;baseline;FH;G8M2;baseline;selfgrooming;2;8
paw;baseline;FH;G8M2;baseline;selfgrooming;3;14
paw;baseline;FH;G8M2;baseline;selfgrooming;4;1
paw;baseline;FH;G8M2;baseline;selfgrooming;5;1
paw;baseline;FH;G8M2;baseline;selfgrooming;6;17
paw;test;FH;G8M2;formalin;selfgrooming;1;4
paw;test;FH;G8M2;formalin;selfgrooming;2;2
paw;test;FH;G8M2;formalin;selfgrooming;3;15
paw;test;FH;G8M2;formalin;selfgrooming;4;11
paw;test;FH;G8M2;formalin;selfgrooming;5;1
paw;test;FH;G8M2;formalin;selfgrooming;6;0
paw;baseline;FH;G8M3;baseline;selfgrooming;1;12
paw;baseline;FH;G8M3;baseline;selfgrooming;2;12
paw;baseline;FH;G8M3;baseline;selfgrooming;3;15
paw;baseline;FH;G8M3;baseline;selfgrooming;4;21
paw;baseline;FH;G8M3;baseline;selfgrooming;5;16
paw;baseline;FH;G8M3;baseline;selfgrooming;6;11
paw;test;FH;G8M3;formalin;selfgrooming;1;4
paw;test;FH;G8M3;formalin;selfgrooming;2;13
paw;test;FH;G8M3;formalin;selfgrooming;3;3
paw;test;FH;G8M3;formalin;selfgrooming;4;12
paw;test;FH;G8M3;formalin;selfgrooming;5;8
paw;test;FH;G8M3;formalin;selfgrooming;6;7
paw;baseline;SH;G2F3;baseline;selfgrooming;1;16
paw;baseline;SH;G2F3;baseline;selfgrooming;2;22
paw;baseline;SH;G2F3;baseline;selfgrooming;3;26
paw;baseline;SH;G2F3;baseline;selfgrooming;4;21
paw;baseline;SH;G2F3;baseline;selfgrooming;5;6
paw;baseline;SH;G2F3;baseline;selfgrooming;6;19
paw;test;SH;G2F3;saline;selfgrooming;1;9
paw;test;SH;G2F3;saline;selfgrooming;2;7
paw;test;SH;G2F3;saline;selfgrooming;3;3
paw;test;SH;G2F3;saline;selfgrooming;4;11
paw;test;SH;G2F3;saline;selfgrooming;5;4
paw;test;SH;G2F3;saline;selfgrooming;6;2
paw;baseline;SH;G2F4;baseline;selfgrooming;1;3
paw;baseline;SH;G2F4;baseline;selfgrooming;2;2
paw;baseline;SH;G2F4;baseline;selfgrooming;3;6
paw;baseline;SH;G2F4;baseline;selfgrooming;4;4
paw;baseline;SH;G2F4;baseline;selfgrooming;5;9
paw;baseline;SH;G2F4;baseline;selfgrooming;6;2
paw;test;SH;G2F4;saline;selfgrooming;1;0
paw;test;SH;G2F4;saline;selfgrooming;2;1
paw;test;SH;G2F4;saline;selfgrooming;3;0
paw;test;SH;G2F4;saline;selfgrooming;4;1
paw;test;SH;G2F4;saline;selfgrooming;5;0
paw;test;SH;G2F4;saline;selfgrooming;6;6
paw;baseline;SH;G4F1;baseline;selfgrooming;1;4
paw;baseline;SH;G4F1;baseline;selfgrooming;2;1
paw;baseline;SH;G4F1;baseline;selfgrooming;3;2
paw;baseline;SH;G4F1;baseline;selfgrooming;4;3
paw;baseline;SH;G4F1;baseline;selfgrooming;5;5
paw;baseline;SH;G4F1;baseline;selfgrooming;6;4
paw;test;SH;G4F1;saline;selfgrooming;1;5
paw;test;SH;G4F1;saline;selfgrooming;2;7
paw;test;SH;G4F1;saline;selfgrooming;3;7
paw;test;SH;G4F1;saline;selfgrooming;4;9
paw;test;SH;G4F1;saline;selfgrooming;5;10
paw;test;SH;G4F1;saline;selfgrooming;6;0
paw;baseline;SH;G4F2;baseline;selfgrooming;1;3
paw;baseline;SH;G4F2;baseline;selfgrooming;2;8
paw;baseline;SH;G4F2;baseline;selfgrooming;3;4
paw;baseline;SH;G4F2;baseline;selfgrooming;4;6
paw;baseline;SH;G4F2;baseline;selfgrooming;5;8
paw;baseline;SH;G4F2;baseline;selfgrooming;6;11
paw;test;SH;G4F2;saline;selfgrooming;1;0
paw;test;SH;G4F2;saline;selfgrooming;2;0
paw;test;SH;G4F2;saline;selfgrooming;3;4
paw;test;SH;G4F2;saline;selfgrooming;4;8
paw;test;SH;G4F2;saline;selfgrooming;5;12
paw;test;SH;G4F2;saline;selfgrooming;6;5
paw;baseline;SH;G4F3;baseline;selfgrooming;1;6
paw;baseline;SH;G4F3;baseline;selfgrooming;2;4
paw;baseline;SH;G4F3;baseline;selfgrooming;3;9
paw;baseline;SH;G4F3;baseline;selfgrooming;4;10
paw;baseline;SH;G4F3;baseline;selfgrooming;5;6
paw;baseline;SH;G4F3;baseline;selfgrooming;6;3
paw;test;SH;G4F3;saline;selfgrooming;1;2
paw;test;SH;G4F3;saline;selfgrooming;2;1
paw;test;SH;G4F3;saline;selfgrooming;3;1
paw;test;SH;G4F3;saline;selfgrooming;4;13
paw;test;SH;G4F3;saline;selfgrooming;5;4
paw;test;SH;G4F3;saline;selfgrooming;6;4
paw;baseline;SH;G6M1;baseline;selfgrooming;1;7
paw;baseline;SH;G6M1;baseline;selfgrooming;2;2
paw;baseline;SH;G6M1;baseline;selfgrooming;3;3
paw;baseline;SH;G6M1;baseline;selfgrooming;4;13
paw;baseline;SH;G6M1;baseline;selfgrooming;5;7
paw;baseline;SH;G6M1;baseline;selfgrooming;6;20
paw;test;SH;G6M1;saline;selfgrooming;1;5
paw;test;SH;G6M1;saline;selfgrooming;2;13
paw;test;SH;G6M1;saline;selfgrooming;3;2
paw;test;SH;G6M1;saline;selfgrooming;4;14
paw;test;SH;G6M1;saline;selfgrooming;5;15
paw;test;SH;G6M1;saline;selfgrooming;6;17
paw;baseline;SH;G6M2;baseline;selfgrooming;1;7
paw;baseline;SH;G6M2;baseline;selfgrooming;2;9
paw;baseline;SH;G6M2;baseline;selfgrooming;3;6
paw;baseline;SH;G6M2;baseline;selfgrooming;4;9
paw;baseline;SH;G6M2;baseline;selfgrooming;5;9
paw;baseline;SH;G6M2;baseline;selfgrooming;6;5
paw;test;SH;G6M2;saline;selfgrooming;1;5
paw;test;SH;G6M2;saline;selfgrooming;2;12
paw;test;SH;G6M2;saline;selfgrooming;3;8
paw;test;SH;G6M2;saline;selfgrooming;4;6
paw;test;SH;G6M2;saline;selfgrooming;5;14
paw;test;SH;G6M2;saline;selfgrooming;6;4
paw;baseline;SH;G7M1;baseline;selfgrooming;1;6
paw;baseline;SH;G7M1;baseline;selfgrooming;2;18
paw;baseline;SH;G7M1;baseline;selfgrooming;3;14
paw;baseline;SH;G7M1;baseline;selfgrooming;4;10
paw;baseline;SH;G7M1;baseline;selfgrooming;5;13
paw;baseline;SH;G7M1;baseline;selfgrooming;6;12
paw;test;SH;G7M1;saline;selfgrooming;1;6
paw;test;SH;G7M1;saline;selfgrooming;2;13
paw;test;SH;G7M1;saline;selfgrooming;3;10
paw;test;SH;G7M1;saline;selfgrooming;4;12
paw;test;SH;G7M1;saline;selfgrooming;5;10
paw;test;SH;G7M1;saline;selfgrooming;6;13
paw;baseline;SH;G7M2;baseline;selfgrooming;1;3
paw;baseline;SH;G7M2;baseline;selfgrooming;2;3
paw;baseline;SH;G7M2;baseline;selfgrooming;3;1
paw;baseline;SH;G7M2;baseline;selfgrooming;4;6
paw;baseline;SH;G7M2;baseline;selfgrooming;5;6
paw;baseline;SH;G7M2;baseline;selfgrooming;6;5
paw;test;SH;G7M2;saline;selfgrooming;1;0
paw;test;SH;G7M2;saline;selfgrooming;2;14
paw;test;SH;G7M2;saline;selfgrooming;3;1
paw;test;SH;G7M2;saline;selfgrooming;4;8
paw;test;SH;G7M2;saline;selfgrooming;5;2
paw;test;SH;G7M2;saline;selfgrooming;6;0
paw;baseline;SH;G7M3;baseline;selfgrooming;1;15
paw;baseline;SH;G7M3;baseline;selfgrooming;2;15
paw;baseline;SH;G7M3;baseline;selfgrooming;3;10
paw;baseline;SH;G7M3;baseline;selfgrooming;4;1
paw;baseline;SH;G7M3;baseline;selfgrooming;5;7
paw;baseline;SH;G7M3;baseline;selfgrooming;6;6
paw;test;SH;G7M3;saline;selfgrooming;1;4
paw;test;SH;G7M3;saline;selfgrooming;2;11
paw;test;SH;G7M3;saline;selfgrooming;3;7
paw;test;SH;G7M3;saline;selfgrooming;4;7
paw;test;SH;G7M3;saline;selfgrooming;5;7
paw;test;SH;G7M3;saline;selfgrooming;6;4
neck;baseline;FN;510;baseline;sniffing;1;44
neck;baseline;FN;510;baseline;sniffing;2;26
neck;baseline;FN;510;baseline;sniffing;3;26
neck;baseline;FN;510;baseline;sniffing;4;10
neck;baseline;FN;510;baseline;sniffing;5;13
neck;baseline;FN;510;baseline;sniffing;6;12
neck;test;FN;510;formalin;sniffing;1;5
neck;test;FN;510;formalin;sniffing;2;5
neck;test;FN;510;formalin;sniffing;3;10
neck;test;FN;510;formalin;sniffing;4;7
neck;test;FN;510;formalin;sniffing;5;8
neck;test;FN;510;formalin;sniffing;6;12
neck;baseline;FN;511;baseline;sniffing;1;39
neck;baseline;FN;511;baseline;sniffing;2;16
neck;baseline;FN;511;baseline;sniffing;3;18
neck;baseline;FN;511;baseline;sniffing;4;16
neck;baseline;FN;511;baseline;sniffing;5;16
neck;baseline;FN;511;baseline;sniffing;6;16
neck;test;FN;511;formalin;sniffing;1;7
neck;test;FN;511;formalin;sniffing;2;9
neck;test;FN;511;formalin;sniffing;3;4
neck;test;FN;511;formalin;sniffing;4;8
neck;test;FN;511;formalin;sniffing;5;7
neck;test;FN;511;formalin;sniffing;6;9
neck;baseline;FN;512;baseline;sniffing;1;25
neck;baseline;FN;512;baseline;sniffing;2;20
neck;baseline;FN;512;baseline;sniffing;3;19
neck;baseline;FN;512;baseline;sniffing;4;14
neck;baseline;FN;512;baseline;sniffing;5;8
neck;baseline;FN;512;baseline;sniffing;6;4
neck;test;FN;512;formalin;sniffing;1;10
neck;test;FN;512;formalin;sniffing;2;7
neck;test;FN;512;formalin;sniffing;3;7
neck;test;FN;512;formalin;sniffing;4;11
neck;test;FN;512;formalin;sniffing;5;11
neck;test;FN;512;formalin;sniffing;6;4
neck;baseline;FN;513;baseline;sniffing;1;26
neck;baseline;FN;513;baseline;sniffing;2;16
neck;baseline;FN;513;baseline;sniffing;3;16
neck;baseline;FN;513;baseline;sniffing;4;20
neck;baseline;FN;513;baseline;sniffing;5;11
neck;baseline;FN;513;baseline;sniffing;6;16
neck;test;FN;513;formalin;sniffing;1;8
neck;test;FN;513;formalin;sniffing;2;6
neck;test;FN;513;formalin;sniffing;3;6
neck;test;FN;513;formalin;sniffing;4;3
neck;test;FN;513;formalin;sniffing;5;4
neck;test;FN;513;formalin;sniffing;6;8
neck;baseline;FN;519;baseline;sniffing;1;27
neck;baseline;FN;519;baseline;sniffing;2;25
neck;baseline;FN;519;baseline;sniffing;3;20
neck;baseline;FN;519;baseline;sniffing;4;19
neck;baseline;FN;519;baseline;sniffing;5;15
neck;baseline;FN;519;baseline;sniffing;6;15
neck;test;FN;519;formalin;sniffing;1;8
neck;test;FN;519;formalin;sniffing;2;11
neck;test;FN;519;formalin;sniffing;3;10
neck;test;FN;519;formalin;sniffing;4;6
neck;test;FN;519;formalin;sniffing;5;4
neck;test;FN;519;formalin;sniffing;6;4
neck;baseline;FN;G3F4;baseline;sniffing;1;35
neck;baseline;FN;G3F4;baseline;sniffing;2;20
neck;baseline;FN;G3F4;baseline;sniffing;3;23
neck;baseline;FN;G3F4;baseline;sniffing;4;18
neck;baseline;FN;G3F4;baseline;sniffing;5;18
neck;baseline;FN;G3F4;baseline;sniffing;6;14
neck;test;FN;G3F4;formalin;sniffing;1;16
neck;test;FN;G3F4;formalin;sniffing;2;15
neck;test;FN;G3F4;formalin;sniffing;3;7
neck;test;FN;G3F4;formalin;sniffing;4;4
neck;test;FN;G3F4;formalin;sniffing;5;14
neck;test;FN;G3F4;formalin;sniffing;6;4
neck;baseline;FN;G5M1;baseline;sniffing;1;40
neck;baseline;FN;G5M1;baseline;sniffing;2;39
neck;baseline;FN;G5M1;baseline;sniffing;3;46
neck;baseline;FN;G5M1;baseline;sniffing;4;57
neck;baseline;FN;G5M1;baseline;sniffing;5;50
neck;baseline;FN;G5M1;baseline;sniffing;6;53
neck;test;FN;G5M1;formalin;sniffing;1;21
neck;test;FN;G5M1;formalin;sniffing;2;7
neck;test;FN;G5M1;formalin;sniffing;3;21
neck;test;FN;G5M1;formalin;sniffing;4;21
neck;test;FN;G5M1;formalin;sniffing;5;33
neck;test;FN;G5M1;formalin;sniffing;6;8
neck;baseline;FN;G5M2;baseline;sniffing;1;40
neck;baseline;FN;G5M2;baseline;sniffing;2;26
neck;baseline;FN;G5M2;baseline;sniffing;3;15
neck;baseline;FN;G5M2;baseline;sniffing;4;33
neck;baseline;FN;G5M2;baseline;sniffing;5;25
neck;baseline;FN;G5M2;baseline;sniffing;6;31
neck;test;FN;G5M2;formalin;sniffing;1;13
neck;test;FN;G5M2;formalin;sniffing;2;9
neck;test;FN;G5M2;formalin;sniffing;3;13
neck;test;FN;G5M2;formalin;sniffing;4;6
neck;test;FN;G5M2;formalin;sniffing;5;8
neck;test;FN;G5M2;formalin;sniffing;6;7
neck;baseline;FN;G5M3;baseline;sniffing;1;42
neck;baseline;FN;G5M3;baseline;sniffing;2;26
neck;baseline;FN;G5M3;baseline;sniffing;3;18
neck;baseline;FN;G5M3;baseline;sniffing;4;23
neck;baseline;FN;G5M3;baseline;sniffing;5;32
neck;baseline;FN;G5M3;baseline;sniffing;6;23
neck;test;FN;G5M3;formalin;sniffing;1;18
neck;test;FN;G5M3;formalin;sniffing;2;14
neck;test;FN;G5M3;formalin;sniffing;3;15
neck;test;FN;G5M3;formalin;sniffing;4;6
neck;test;FN;G5M3;formalin;sniffing;5;21
neck;test;FN;G5M3;formalin;sniffing;6;14
neck;baseline;FN;G5M4;baseline;sniffing;1;42
neck;baseline;FN;G5M4;baseline;sniffing;2;37
neck;baseline;FN;G5M4;baseline;sniffing;3;28
neck;baseline;FN;G5M4;baseline;sniffing;4;34
neck;baseline;FN;G5M4;baseline;sniffing;5;12
neck;baseline;FN;G5M4;baseline;sniffing;6;19
neck;test;FN;G5M4;formalin;sniffing;1;13
neck;test;FN;G5M4;formalin;sniffing;2;14
neck;test;FN;G5M4;formalin;sniffing;3;3
neck;test;FN;G5M4;formalin;sniffing;4;11
neck;test;FN;G5M4;formalin;sniffing;5;6
neck;test;FN;G5M4;formalin;sniffing;6;25
neck;baseline;SN;514;baseline;sniffing;1;31
neck;baseline;SN;514;baseline;sniffing;2;20
neck;baseline;SN;514;baseline;sniffing;3;21
neck;baseline;SN;514;baseline;sniffing;4;29
neck;baseline;SN;514;baseline;sniffing;5;23
neck;baseline;SN;514;baseline;sniffing;6;25
neck;test;SN;514;saline;sniffing;1;18
neck;test;SN;514;saline;sniffing;2;24
neck;test;SN;514;saline;sniffing;3;24
neck;test;SN;514;saline;sniffing;4;20
neck;test;SN;514;saline;sniffing;5;24
neck;test;SN;514;saline;sniffing;6;19
neck;baseline;SN;515;baseline;sniffing;1;32
neck;baseline;SN;515;baseline;sniffing;2;14
neck;baseline;SN;515;baseline;sniffing;3;13
neck;baseline;SN;515;baseline;sniffing;4;19
neck;baseline;SN;515;baseline;sniffing;5;8
neck;baseline;SN;515;baseline;sniffing;6;22
neck;test;SN;515;saline;sniffing;1;22
neck;test;SN;515;saline;sniffing;2;5
neck;test;SN;515;saline;sniffing;3;5
neck;test;SN;515;saline;sniffing;4;8
neck;test;SN;515;saline;sniffing;5;8
neck;test;SN;515;saline;sniffing;6;9
neck;baseline;SN;516;baseline;sniffing;1;43
neck;baseline;SN;516;baseline;sniffing;2;41
neck;baseline;SN;516;baseline;sniffing;3;47
neck;baseline;SN;516;baseline;sniffing;4;33
neck;baseline;SN;516;baseline;sniffing;5;39
neck;baseline;SN;516;baseline;sniffing;6;42
neck;test;SN;516;saline;sniffing;1;15
neck;test;SN;516;saline;sniffing;2;5
neck;test;SN;516;saline;sniffing;3;27
neck;test;SN;516;saline;sniffing;4;10
neck;test;SN;516;saline;sniffing;5;31
neck;test;SN;516;saline;sniffing;6;31
neck;baseline;SN;517;baseline;sniffing;1;26
neck;baseline;SN;517;baseline;sniffing;2;20
neck;baseline;SN;517;baseline;sniffing;3;16
neck;baseline;SN;517;baseline;sniffing;4;12
neck;baseline;SN;517;baseline;sniffing;5;13
neck;baseline;SN;517;baseline;sniffing;6;25
neck;test;SN;517;saline;sniffing;1;20
neck;test;SN;517;saline;sniffing;2;12
neck;test;SN;517;saline;sniffing;3;13
neck;test;SN;517;saline;sniffing;4;6
neck;test;SN;517;saline;sniffing;5;10
neck;test;SN;517;saline;sniffing;6;12
neck;baseline;SN;518;baseline;sniffing;1;37
neck;baseline;SN;518;baseline;sniffing;2;52
neck;baseline;SN;518;baseline;sniffing;3;34
neck;baseline;SN;518;baseline;sniffing;4;43
neck;baseline;SN;518;baseline;sniffing;5;33
neck;baseline;SN;518;baseline;sniffing;6;38
neck;test;SN;518;saline;sniffing;1;25
neck;test;SN;518;saline;sniffing;2;25
neck;test;SN;518;saline;sniffing;3;30
neck;test;SN;518;saline;sniffing;4;10
neck;test;SN;518;saline;sniffing;5;26
neck;test;SN;518;saline;sniffing;6;14
neck;baseline;SN;520;baseline;sniffing;1;36
neck;baseline;SN;520;baseline;sniffing;2;25
neck;baseline;SN;520;baseline;sniffing;3;16
neck;baseline;SN;520;baseline;sniffing;4;16
neck;baseline;SN;520;baseline;sniffing;5;13
neck;baseline;SN;520;baseline;sniffing;6;12
neck;test;SN;520;saline;sniffing;1;31
neck;test;SN;520;saline;sniffing;2;30
neck;test;SN;520;saline;sniffing;3;16
neck;test;SN;520;saline;sniffing;4;17
neck;test;SN;520;saline;sniffing;5;15
neck;test;SN;520;saline;sniffing;6;21
neck;baseline;SN;521;baseline;sniffing;1;34
neck;baseline;SN;521;baseline;sniffing;2;22
neck;baseline;SN;521;baseline;sniffing;3;33
neck;baseline;SN;521;baseline;sniffing;4;35
neck;baseline;SN;521;baseline;sniffing;5;29
neck;baseline;SN;521;baseline;sniffing;6;31
neck;test;SN;521;saline;sniffing;1;22
neck;test;SN;521;saline;sniffing;2;22
neck;test;SN;521;saline;sniffing;3;22
neck;test;SN;521;saline;sniffing;4;35
neck;test;SN;521;saline;sniffing;5;32
neck;test;SN;521;saline;sniffing;6;18
neck;baseline;SN;522;baseline;sniffing;1;34
neck;baseline;SN;522;baseline;sniffing;2;19
neck;baseline;SN;522;baseline;sniffing;3;27
neck;baseline;SN;522;baseline;sniffing;4;20
neck;baseline;SN;522;baseline;sniffing;5;14
neck;baseline;SN;522;baseline;sniffing;6;14
neck;test;SN;522;saline;sniffing;1;12
neck;test;SN;522;saline;sniffing;2;0
neck;test;SN;522;saline;sniffing;3;3
neck;test;SN;522;saline;sniffing;4;10
neck;test;SN;522;saline;sniffing;5;8
neck;test;SN;522;saline;sniffing;6;0
neck;baseline;SN;523;baseline;sniffing;1;49
neck;baseline;SN;523;baseline;sniffing;2;40
neck;baseline;SN;523;baseline;sniffing;3;31
neck;baseline;SN;523;baseline;sniffing;4;31
neck;baseline;SN;523;baseline;sniffing;5;34
neck;baseline;SN;523;baseline;sniffing;6;21
neck;test;SN;523;saline;sniffing;1;18
neck;test;SN;523;saline;sniffing;2;15
neck;test;SN;523;saline;sniffing;3;20
neck;test;SN;523;saline;sniffing;4;14
neck;test;SN;523;saline;sniffing;5;27
neck;test;SN;523;saline;sniffing;6;19
neck;baseline;SN;524;baseline;sniffing;1;34
neck;baseline;SN;524;baseline;sniffing;2;24
neck;baseline;SN;524;baseline;sniffing;3;36
neck;baseline;SN;524;baseline;sniffing;4;32
neck;baseline;SN;524;baseline;sniffing;5;24
neck;baseline;SN;524;baseline;sniffing;6;24
neck;test;SN;524;saline;sniffing;1;32
neck;test;SN;524;saline;sniffing;2;23
neck;test;SN;524;saline;sniffing;3;14
neck;test;SN;524;saline;sniffing;4;17
neck;test;SN;524;saline;sniffing;5;24
neck;test;SN;524;saline;sniffing;6;16
paw;baseline;FH;G2F1;baseline;sniffing;1;36
paw;baseline;FH;G2F1;baseline;sniffing;2;24
paw;baseline;FH;G2F1;baseline;sniffing;3;26
paw;baseline;FH;G2F1;baseline;sniffing;4;20
paw;baseline;FH;G2F1;baseline;sniffing;5;16
paw;baseline;FH;G2F1;baseline;sniffing;6;28
paw;test;FH;G2F1;formalin;sniffing;1;5
paw;test;FH;G2F1;formalin;sniffing;2;7
paw;test;FH;G2F1;formalin;sniffing;3;22
paw;test;FH;G2F1;formalin;sniffing;4;14
paw;test;FH;G2F1;formalin;sniffing;5;6
paw;test;FH;G2F1;formalin;sniffing;6;15
paw;baseline;FH;G2F2;baseline;sniffing;1;41
paw;baseline;FH;G2F2;baseline;sniffing;2;33
paw;baseline;FH;G2F2;baseline;sniffing;3;33
paw;baseline;FH;G2F2;baseline;sniffing;4;24
paw;baseline;FH;G2F2;baseline;sniffing;5;33
paw;baseline;FH;G2F2;baseline;sniffing;6;13
paw;test;FH;G2F2;formalin;sniffing;1;6
paw;test;FH;G2F2;formalin;sniffing;2;9
paw;test;FH;G2F2;formalin;sniffing;3;10
paw;test;FH;G2F2;formalin;sniffing;4;8
paw;test;FH;G2F2;formalin;sniffing;5;16
paw;test;FH;G2F2;formalin;sniffing;6;3
paw;baseline;FH;G3F1;baseline;sniffing;1;41
paw;baseline;FH;G3F1;baseline;sniffing;2;27
paw;baseline;FH;G3F1;baseline;sniffing;3;23
paw;baseline;FH;G3F1;baseline;sniffing;4;33
paw;baseline;FH;G3F1;baseline;sniffing;5;33
paw;baseline;FH;G3F1;baseline;sniffing;6;31
paw;test;FH;G3F1;formalin;sniffing;1;12
paw;test;FH;G3F1;formalin;sniffing;2;23
paw;test;FH;G3F1;formalin;sniffing;3;12
paw;test;FH;G3F1;formalin;sniffing;4;17
paw;test;FH;G3F1;formalin;sniffing;5;9
paw;test;FH;G3F1;formalin;sniffing;6;6
paw;baseline;FH;G3F2;baseline;sniffing;1;41
paw;baseline;FH;G3F2;baseline;sniffing;2;22
paw;baseline;FH;G3F2;baseline;sniffing;3;24
paw;baseline;FH;G3F2;baseline;sniffing;4;16
paw;baseline;FH;G3F2;baseline;sniffing;5;27
paw;baseline;FH;G3F2;baseline;sniffing;6;17
paw;test;FH;G3F2;formalin;sniffing;1;6
paw;test;FH;G3F2;formalin;sniffing;2;10
paw;test;FH;G3F2;formalin;sniffing;3;7
paw;test;FH;G3F2;formalin;sniffing;4;16
paw;test;FH;G3F2;formalin;sniffing;5;7
paw;test;FH;G3F2;formalin;sniffing;6;6
paw;baseline;FH;G3F3;baseline;sniffing;1;27
paw;baseline;FH;G3F3;baseline;sniffing;2;17
paw;baseline;FH;G3F3;baseline;sniffing;3;24
paw;baseline;FH;G3F3;baseline;sniffing;4;16
paw;baseline;FH;G3F3;baseline;sniffing;5;25
paw;baseline;FH;G3F3;baseline;sniffing;6;23
paw;test;FH;G3F3;formalin;sniffing;1;6
paw;test;FH;G3F3;formalin;sniffing;2;20
paw;test;FH;G3F3;formalin;sniffing;3;13
paw;test;FH;G3F3;formalin;sniffing;4;21
paw;test;FH;G3F3;formalin;sniffing;5;10
paw;test;FH;G3F3;formalin;sniffing;6;13
paw;baseline;FH;G6M3;baseline;sniffing;1;33
paw;baseline;FH;G6M3;baseline;sniffing;2;21
paw;baseline;FH;G6M3;baseline;sniffing;3;26
paw;baseline;FH;G6M3;baseline;sniffing;4;19
paw;baseline;FH;G6M3;baseline;sniffing;5;12
paw;baseline;FH;G6M3;baseline;sniffing;6;20
paw;test;FH;G6M3;formalin;sniffing;1;27
paw;test;FH;G6M3;formalin;sniffing;2;20
paw;test;FH;G6M3;formalin;sniffing;3;7
paw;test;FH;G6M3;formalin;sniffing;4;28
paw;test;FH;G6M3;formalin;sniffing;5;3
paw;test;FH;G6M3;formalin;sniffing;6;15
paw;baseline;FH;G6M4;baseline;sniffing;1;32
paw;baseline;FH;G6M4;baseline;sniffing;2;39
paw;baseline;FH;G6M4;baseline;sniffing;3;38
paw;baseline;FH;G6M4;baseline;sniffing;4;40
paw;baseline;FH;G6M4;baseline;sniffing;5;46
paw;baseline;FH;G6M4;baseline;sniffing;6;46
paw;test;FH;G6M4;formalin;sniffing;1;4
paw;test;FH;G6M4;formalin;sniffing;2;7
paw;test;FH;G6M4;formalin;sniffing;3;10
paw;test;FH;G6M4;formalin;sniffing;4;16
paw;test;FH;G6M4;formalin;sniffing;5;12
paw;test;FH;G6M4;formalin;sniffing;6;25
paw;baseline;FH;G8M1;baseline;sniffing;1;38
paw;baseline;FH;G8M1;baseline;sniffing;2;27
paw;baseline;FH;G8M1;baseline;sniffing;3;29
paw;baseline;FH;G8M1;baseline;sniffing;4;22
paw;baseline;FH;G8M1;baseline;sniffing;5;25
paw;baseline;FH;G8M1;baseline;sniffing;6;22
paw;test;FH;G8M1;formalin;sniffing;1;17
paw;test;FH;G8M1;formalin;sniffing;2;14
paw;test;FH;G8M1;formalin;sniffing;3;11
paw;test;FH;G8M1;formalin;sniffing;4;12
paw;test;FH;G8M1;formalin;sniffing;5;11
paw;test;FH;G8M1;formalin;sniffing;6;4
paw;baseline;FH;G8M2;baseline;sniffing;1;38
paw;baseline;FH;G8M2;baseline;sniffing;2;30
paw;baseline;FH;G8M2;baseline;sniffing;3;18
paw;baseline;FH;G8M2;baseline;sniffing;4;25
paw;baseline;FH;G8M2;baseline;sniffing;5;25
paw;baseline;FH;G8M2;baseline;sniffing;6;9
paw;test;FH;G8M2;formalin;sniffing;1;19
paw;test;FH;G8M2;formalin;sniffing;2;8
paw;test;FH;G8M2;formalin;sniffing;3;17
paw;test;FH;G8M2;formalin;sniffing;4;14
paw;test;FH;G8M2;formalin;sniffing;5;13
paw;test;FH;G8M2;formalin;sniffing;6;4
paw;baseline;FH;G8M3;baseline;sniffing;1;24
paw;baseline;FH;G8M3;baseline;sniffing;2;27
paw;baseline;FH;G8M3;baseline;sniffing;3;25
paw;baseline;FH;G8M3;baseline;sniffing;4;26
paw;baseline;FH;G8M3;baseline;sniffing;5;21
paw;baseline;FH;G8M3;baseline;sniffing;6;21
paw;test;FH;G8M3;formalin;sniffing;1;12
paw;test;FH;G8M3;formalin;sniffing;2;10
paw;test;FH;G8M3;formalin;sniffing;3;19
paw;test;FH;G8M3;formalin;sniffing;4;21
paw;test;FH;G8M3;formalin;sniffing;5;13
paw;test;FH;G8M3;formalin;sniffing;6;12
paw;baseline;SH;G2F3;baseline;sniffing;1;34
paw;baseline;SH;G2F3;baseline;sniffing;2;34
paw;baseline;SH;G2F3;baseline;sniffing;3;30
paw;baseline;SH;G2F3;baseline;sniffing;4;17
paw;baseline;SH;G2F3;baseline;sniffing;5;7
paw;baseline;SH;G2F3;baseline;sniffing;6;12
paw;test;SH;G2F3;saline;sniffing;1;20
paw;test;SH;G2F3;saline;sniffing;2;9
paw;test;SH;G2F3;saline;sniffing;3;12
